nid,title,type,doc_type,BoL
83546,"ERISA Rule 2530.203-3: Suspension of pension benefits upon employment.",rule,NULL,127
83547,"ERISA Rule 2530.204-1: Year of participation for benefit accrual.",rule,NULL,127
83548,"ERISA Rule 2530.204-2: Accrual computation period.",rule,NULL,127
83549,"ERISA Rule 2530.204-3: Alternative computation methods for benefit accrual.",rule,NULL,127
83550,"ERISA Rule 2530.204-4: Deferral of benefit accrual.",rule,NULL,127
83551,"ERISA Subpart C-Form and Payment of Benefits",rule,NULL,127
83552,"ERISA Rule 2530.205: Reserved",rule,NULL,127
83553,"ERISA Rule 2530.206: Time and order of issuance of domestic relations orders.",rule,NULL,127
83554,"ERISA Subpart D-Plan Administration as Related to Benefits",rule,NULL,127
83555,"ERISA Rules 2530.207-2530.209: Reserved",rule,NULL,127
83556,"ERISA Rule 2530.210: Employer or employers maintaining the plan.",rule,NULL,127
83557,"ERISA Subchapter E [Reserved]",rule,NULL,127
83558,"ERISA Subchapter F-Fiduciary Responsibility Under the Employee Retirement Income Security Act of 1974 (Part 2550)",rule,NULL,127
83559,"ERISA Part 2550-Rules and Regulations for Fiduciary Responsibility",rule,NULL,127
83560,"ERISA Rule 2550.401c-1: Definition of “plan assets”-insurance company general accounts.",rule,NULL,127
83561,"ERISA Rule 2550.403a-1: Establishment of trust.",rule,NULL,127
83562,"ERISA Rule 2550.403b-1: Exemptions from trust requirement.",rule,NULL,127
83563,"ERISA Rule 2550.404a-1: Investment duties.",rule,NULL,127
83564,"ERISA Rule 2550.404a-2: Safe harbor for automatic rollovers to individual retirement plans.",rule,NULL,127
83565,"ERISA Rule 2550.404a-3: Safe harbor for distributions from terminated individual account plans.",rule,NULL,127
83566,"ERISA Rule 2550.404a-4: Selection of annuity providers-safe harbor for individual account plans.",rule,NULL,127
83567,"ERISA Rule 2550.404a-5: Fiduciary requirements for disclosure in participant-directed individual account plans.",rule,NULL,127
83568,"ERISA Rule 2550.404b-1: Maintenance of the indicia of ownership of plan assets outside the jurisdiction of the district courts of the United States.",rule,NULL,127
83569,"ERISA Rule 2550.404c-1: ERISA section 404(c) plans.",rule,NULL,127
83570,"ERISA Rule 2550.404c-5: Fiduciary relief for investments in qualified default investment alternatives.",rule,NULL,127
83571,"ERISA Rule 2550.407a-1: General rule for the acquisition and holding of employer securities and employer real property.",rule,NULL,127
83572,"ERISA Rule 2550.407a-2: Limitation with respect to the acquisition of qualifying employer securities and qualifying employer real property.",rule,NULL,127
83573,"ERISA Rule 2550.407d-5: Definition of the term “qualifying employer security”.",rule,NULL,127
83574,"ERISA Rule 2550.407d-6: Definition of the term “employee stock ownership plan”.",rule,NULL,127
83575,"ERISA Rule 2550.408b-1: General statutory exemption for loans to plan participants and beneficiaries who are parties in interest with respect to the plan.",rule,NULL,127
83576,"ERISA Rule 2550.408b-2: General statutory exemption for services or office space.",rule,NULL,127
83577,"ERISA Rule 2550.408b-3: Loans to Employee Stock Ownership Plans.",rule,NULL,127
83578,"ERISA Rule 2550.408b-4: Statutory exemption for investments in deposits of banks or similar financial institutions.",rule,NULL,127
83579,"ERISA Rule 2550.408b-6: Statutory exemption for ancillary services by a bank or similar financial institution.",rule,NULL,127
83580,"ERISA Rule 2550.408b-19: Statutory exemption for cross-trading of securities.",rule,NULL,127
83581,"ERISA Rule 2550.408c-2: Compensation for services.",rule,NULL,127
83582,"ERISA Rule 2550.408e: Statutory exemption for acquisition or sale of qualifying employer securities and for acquisition, sale, or lease of qualifying employer real property.",rule,NULL,127
83583,"ERISA Rule 2550.408g-1: Investment advice-participants and beneficiaries.",rule,NULL,127
83584,"ERISA Rule 2550.408g-2: Investment advice-fiduciary election.",rule,NULL,127
83585,"ERISA Rule 2550.412-1: Temporary bonding requirements.",rule,NULL,127
83586,"ERISA Subchapter G-Administration and Enforcement Under the Employee Retirement Income Security Act of 1974 (Parts 2560-2578)",rule,NULL,127
83587,"ERISA Part 2560-Rules and Regulations for Administration and Enforcement",rule,NULL,127
83588,"ERISA Rule 2560.502-1: Requests for enforcement pursuant to section 502(b)(2).",rule,NULL,127
83589,"ERISA Rule 2560.502c-2: Civil penalties under section 502(c)(2).",rule,NULL,127
83590,"ERISA Rule 2560.502c-4: Civil penalties under section 502(c)(4).",rule,NULL,127
83591,"ERISA Rule 2560.502c-5: Civil penalties under section 502(c)(5).",rule,NULL,127
83592,"ERISA Rule 2560.502c-6: Civil penalties under section 502(c)(6).",rule,NULL,127
83593,"ERISA Rule 2560.502c-7: Civil penalties under section 502(c)(7).",rule,NULL,127
83594,"ERISA Rule 2560.502c-8: Civil penalties under section 502(c)(8).",rule,NULL,127
83595,"ERISA Rule 2560.502i-1: Civil penalties under section 502(i).",rule,NULL,127
83596,"ERISA Rule 2560.503-1: Claims procedure.",rule,NULL,127
83597,"ERISA Rule 2560.521-1: Cease and desist and seizure orders under section 521.",rule,NULL,127
83598,"ERISA Rule 2560.521-2: Disclosure of order and proceedings.",rule,NULL,127
83599,"ERISA Rule 2560.521-3: Effect on other enforcement authority.",rule,NULL,127
83600,"ERISA Rule 2560.521-4: Cross-reference.",rule,NULL,127
83601,"ERISA Part 2570-Procedural Regulations Under the Employee Retirement Income Security Act",rule,NULL,127
83602,"ERISA Subpart A-Procedures for the Assessment of Civil Sanctions Under ERISA Section 502(i)",rule,NULL,127
83603,"ERISA Rule 2570.1: Scope of rules.",rule,NULL,127
83604,"ERISA Rule 2570.2: Definitions.",rule,NULL,127
83605,"ERISA Rule 2570.3: Service: Copies of documents and pleadings.",rule,NULL,127
83606,"ERISA Rule 2570.4: Parties.",rule,NULL,127
83607,"ERISA Rule 2570.5: Consequences of default.",rule,NULL,127
83608,"ERISA Rule 2570.6: Consent order or settlement.",rule,NULL,127
83609,"ERISA Rule 2570.7: Scope of discovery.",rule,NULL,127
83610,"ERISA Rule 2570.8: Summary decision.",rule,NULL,127
83611,"ERISA Rule 2570.9: Decision of the administrative law judge.",rule,NULL,127
83612,"ERISA Rule 2570.10: Review by the Secretary.",rule,NULL,127
83613,"ERISA Rule 2570.11: Scope of review.",rule,NULL,127
83614,"ERISA Rule 2570.12: Procedures for review by the Secretary.",rule,NULL,127
83615,"ERISA Subpart B-Procedures Governing the Filing and Processing of Prohibited Transaction Exemption Applications",rule,NULL,127
83616,"ERISA Rule 2570.30: Scope of rules.",rule,NULL,127
83617,"ERISA Rule 2570.31: Definitions.",rule,NULL,127
83618,"ERISA Rule 2570.32: Persons who may apply for exemptions.",rule,NULL,127
83619,"ERISA Rule 2570.33: Applications the Department will not ordinarily consider.",rule,NULL,127
83620,"ERISA Rule 2570.34: Information to be included in every exemption application.",rule,NULL,127
83621,"ERISA Rule 2570.35: Information to be included in applications for individual exemptions only.",rule,NULL,127
83622,"ERISA Rule 2570.36: Where to file an application.",rule,NULL,127
83623,"ERISA Rule 2570.37: Duty to amend and supplement exemption applications.",rule,NULL,127
83624,"ERISA Rule 2570.38: Tentative denial letters.",rule,NULL,127
83625,"ERISA Rule 2570.39: Opportunities to submit additional information.",rule,NULL,127
83626,"ERISA Rule 2570.40: Conferences.",rule,NULL,127
83627,"ERISA Rule 2570.41: Final denial letters.",rule,NULL,127
83628,"ERISA Rule 2570.42: Notice of proposed exemption.",rule,NULL,127
83629,"ERISA Rule 2570.43: Notification of interested persons by applicant.",rule,NULL,127
83630,"ERISA Rule 2570.44: Withdrawal of exemption applications.",rule,NULL,127
83631,"ERISA Rule 2570.45: Requests for reconsideration.",rule,NULL,127
83632,"ERISA Rule 2570.46: Hearings in opposition to exemptions from restrictions on fiduciary self-dealing.",rule,NULL,127
83633,"ERISA Rule 2570.47: Other hearings.",rule,NULL,127
83634,"ERISA Rule 2570.48: Decision to grant exemptions.",rule,NULL,127
83635,"ERISA Rule 2570.49: Limits on the effect of exemptions.",rule,NULL,127
83636,"ERISA Rule 2570.50: Revocation or modification of exemptions.",rule,NULL,127
83637,"ERISA Rule 2570.51: Public inspection and copies.",rule,NULL,127
83638,"ERISA Rule 2570.52: Effective date.",rule,NULL,127
83639,"ERISA Subpart C-Procedures for the Assessment of Civil Penalties Under ERISA Section 502(c)(2)",rule,NULL,127
83640,"ERISA Rule 2570.60: Scope of rules.",rule,NULL,127
83641,"ERISA Rule 2570.61: Definitions.",rule,NULL,127
83642,"ERISA Rule 2570.62: Service: Copies of documents and pleadings.",rule,NULL,127
83643,"ERISA Rule 2570.63: Parties, how designated.",rule,NULL,127
83644,"ERISA Rule 2570.64: Consequences of default.",rule,NULL,127
83645,"ERISA Rule 2570.65: Consent order or settlement.",rule,NULL,127
83646,"ERISA Rule 2570.66: Scope of discovery.",rule,NULL,127
83647,"ERISA Rule 2570.67: Summary decision.",rule,NULL,127
83648,"ERISA Rule 2570.68: Decision of the administrative law judge.",rule,NULL,127
83649,"ERISA Rule 2570.69: Review by the Secretary.",rule,NULL,127
83650,"ERISA Rule 2570.70: Scope of review.",rule,NULL,127
83651,"ERISA Rule 2570.71: Procedures for review by the Secretary.",rule,NULL,127
83652,"ERISA Subpart D-Procedure for the Assessment of Civil Penalties Under ERISA Section 502(l)",rule,NULL,127
83653,"ERISA Rule 2570.80: Scope of rules.",rule,NULL,127
83654,"ERISA Rule 2570.81: In general.",rule,NULL,127
83655,"ERISA Rule 2570.82: Definitions.",rule,NULL,127
83656,"ERISA Rule 2570.83: Assessment of civil penalty.",rule,NULL,127
83657,"ERISA Rule 2570.84: Payment of civil penalty.",rule,NULL,127
83658,"ERISA Rule 2570.85: Waiver or reduction of civil penalty.",rule,NULL,127
83659,"ERISA Rule 2570.86: Reduction of penalty by other penalty assessments.",rule,NULL,127
83660,"ERISA Rule 2570.87: Revision of assessment.",rule,NULL,127
83661,"ERISA Rule 2570.88: Effective date.",rule,NULL,127
83662,"ERISA Subpart E-Procedures for the Assessment of Civil Penalties Under ERISA Section 502(c)(5)",rule,NULL,127
83663,"ERISA Rule 2570.90: Scope of rules.",rule,NULL,127
83664,"ERISA Rule 2570.91: Definitions.",rule,NULL,127
83665,"ERISA Rule 2570.92: Service: Copies of documents and pleadings.",rule,NULL,127
83666,"ERISA Rule 2570.93: Parties, how designated.",rule,NULL,127
83667,"ERISA Rule 2570.94: Consequences of default.",rule,NULL,127
83668,"ERISA Rule 2570.95: Consent order or settlement.",rule,NULL,127
83669,"ERISA Rule 2570.96: Scope of discovery.",rule,NULL,127
83670,"ERISA Rule 2570.97: Summary decision.",rule,NULL,127
83671,"ERISA Rule 2570.98: Decision of the administrative law judge.",rule,NULL,127
83672,"ERISA Rule 2570.99: Review by the Secretary.",rule,NULL,127
83673,"ERISA Rule 2570.100: Scope of review.",rule,NULL,127
83674,"ERISA Rule 2570.101: Procedures for review by the Secretary.",rule,NULL,127
83675,"ERISA Subpart F-Procedures for the Assessment of Civil Penalties Under ERISA Section 502(c)(6)",rule,NULL,127
83676,"ERISA Rule 2570.110: Scope of rules.",rule,NULL,127
83677,"ERISA Rule 2570.111: Definitions.",rule,NULL,127
83678,"ERISA Rule 2570.112: Service: Copies of documents and pleadings.",rule,NULL,127
83679,"ERISA Rule 2570.113: Parties, how designated.",rule,NULL,127
83680,"ERISA Rule 2570.114: Consequences of default.",rule,NULL,127
83681,"ERISA Rule 2570.115: Consent order or settlement.",rule,NULL,127
83682,"ERISA Rule 2570.116: Scope of discovery.",rule,NULL,127
83683,"ERISA Rule 2570.117: Summary decision.",rule,NULL,127
83684,"ERISA Rule 2570.118: Decision of the administrative law judge.",rule,NULL,127
83685,"ERISA Rule 2570.119: Review by the Secretary.",rule,NULL,127
83686,"ERISA Rule 2570.120: Scope of review.",rule,NULL,127
83687,"ERISA Rule 2570.121: Procedures for review by the Secretary.",rule,NULL,127
83688,"ERISA Subpart G-Procedures for the Assessment of Civil Penalties Under ERISA Section 502(c)(7)",rule,NULL,127
83689,"ERISA Rule 2570.130: Scope of rules.",rule,NULL,127
83690,"ERISA Rule 2570.131: Definitions.",rule,NULL,127
83691,"ERISA Rule 2570.132: Service: Copies of documents and pleadings.",rule,NULL,127
83692,"ERISA Rule 2570.133: Parties, how designated.",rule,NULL,127
83693,"ERISA Rule 2570.134: Consequences of default.",rule,NULL,127
83694,"ERISA Rule 2570.135: Consent order or settlement.",rule,NULL,127
83695,"ERISA Rule 2570.136: Scope of discovery.",rule,NULL,127
83696,"ERISA Rule 2570.137: Summary decision.",rule,NULL,127
83697,"ERISA Rule 2570.138: Decision of the administrative law judge.",rule,NULL,127
83698,"ERISA Rule 2570.139: Review by the Secretary.",rule,NULL,127
83699,"ERISA Rule 2570.140: Scope of review.",rule,NULL,127
83700,"ERISA Rule 2570.141: Procedures for review by the Secretary.",rule,NULL,127
83701,"ERISA Subpart H-Procedures for Issuance of Findings Under ERISA Sec. 3(40)",rule,NULL,127
83702,"ERISA Rule 2570.150: Scope of rules.",rule,NULL,127
83703,"ERISA Rule 2570.151: In general.",rule,NULL,127
83704,"ERISA Rule 2570.152: Definitions.",rule,NULL,127
83705,"ERISA Rule 2570.153: Parties.",rule,NULL,127
83706,"ERISA Rule 2570.154: Filing and contents of petition.",rule,NULL,127
83707,"ERISA Rule 2570.155: Service.",rule,NULL,127
83708,"ERISA Rule 2570.156: Expedited proceedings.",rule,NULL,127
83709,"ERISA Rule 2570.157: Allocation of burden of proof.",rule,NULL,127
83710,"ERISA Rule 2570.158: Decision of the Administrative Law Judge.",rule,NULL,127
83711,"ERISA Rule 2570.159: Review by the Secretary.",rule,NULL,127
83712,"ERISA Subpart I-Procedures for the Assessment of Civil Penalties Under ERISA Section 502(c)(8)",rule,NULL,127
83713,"ERISA Rule 2570.160: Scope of rules.",rule,NULL,127
83714,"ERISA Rule 2570.161: Definitions.",rule,NULL,127
83715,"ERISA Rule 2570.162: Service: Copies of documents and pleadings.",rule,NULL,127
83716,"ERISA Rule 2570.163: Parties, how designated.",rule,NULL,127
83717,"ERISA Rule 2570.164: Consequences of default.",rule,NULL,127
83718,"ERISA Rule 2570.165: Consent order or settlement.",rule,NULL,127
83719,"ERISA Rule 2570.166: Scope of discovery.",rule,NULL,127
83720,"ERISA Rule 2570.167: Summary decision.",rule,NULL,127
83721,"ERISA Rule 2570.168: Decision of the administrative law judge.",rule,NULL,127
83722,"ERISA Rule 2570.169: Review by the Secretary.",rule,NULL,127
83723,"ERISA Rule 2570.170: Scope of review.",rule,NULL,127
83724,"ERISA Rule 2570.171: Procedures for review by the Secretary.",rule,NULL,127
